year_month,plan,status,monthly_action,n_customers
2023-11,Semplificato,Active,Resurrected,2
2023-05,Forfettario,Active,Still_Active,19333
2022-07,Semplificato,Active,Renew_Change_Plan,3
2022-08,Semplificato,Active,Resurrected,2
2021-09,Semplificato,Churned,Still_Churned,5
2023-01,Semplificato,Churned,Expired,4
2024-06,Semplificato,Churned,Refunded,1
2021-09,Forfettario,Churned,Still_Churned,828
2024-07,Forfettario,Active,Still_Active,28291
2021-09,Forfettario,Pending,New_Pending,4
2023-12,Forfettario,Active,Resurrected,109
2021-06,Semplificato,Active,Renew_Change_Plan,2
2020-02,Semplificato,Active,Resurrected,1
2024-05,Semplificato,Churned,Expired,11
2021-12,Semplificato,Churned,Still_Churned,8
2020-04,Forfettario,Active,Resurrected,2
2022-01,Forfettario,Active,Renew_Same_Plan,676
2021-06,Forfettario,Active,New,337
2022-07,Semplificato,Active,Renew_Same_Plan,3
2021-02,Semplificato,Active,Still_Active,36
2024-03,Semplificato,Churned,Still_Churned,66
2021-02,Forfettario,Active,Still_Active,3423
2023-03,Forfettario,Churned,Expired,341
2021-10,Forfettario,Active,Resurrected,14
2019-06,Forfettario,Active,Still_Active,1026
2021-07,Forfettario,Active,New,328
2020-05,Forfettario,Active,New,167
2024-03,Semplificato,Active,Resurrected,2
2019-03,Forfettario,Churned,Expired,3
2023-07,Forfettario,Churned,Expired,308
2023-10,Forfettario,Active,Still_Active,22832
2019-03,Semplificato,Active,Still_Active,3
2021-11,Forfettario,Churned,Still_Churned,992
2023-07,Semplificato,Active,Resurrected,4
2021-03,Semplificato,Churned,Still_Churned,2
2020-08,Forfettario,Churned,Still_Churned,274
2020-10,Forfettario,Active,Renew_Same_Plan,121
2022-06,Forfettario,Churned,Expired,149
2021-02,Semplificato,Active,Renew_Change_Plan,6
2024-01,Forfettario,Churned,Still_Churned,6326
2022-01,Forfettario,Active,Renew_Change_Plan,2
2020-07,Forfettario,Churned,Expired,23
2022-06,Forfettario,Churned,Refunded,19
2020-01,Forfettario,Active,New,142
2020-03,Forfettario,Active,Renew_Same_Plan,114
2024-01,Semplificato,Churned,Refunded,1
2019-08,Forfettario,Churned,Still_Churned,43
2022-02,Semplificato,Active,Still_Active,67
2023-11,Semplificato,Churned,Still_Churned,42
2022-08,Semplificato,Active,Renew_Same_Plan,3
2023-06,Forfettario,Active,Renew_Change_Plan,2
2023-06,Forfettario,Churned,Refunded,34
2024-08,Forfettario,Active,New,161
2021-04,Forfettario,Active,New,413
2023-08,Semplificato,Active,Resurrected,2
2019-12,Forfettario,Active,Renew_Same_Plan,25
2021-10,Semplificato,Active,Renew_Change_Plan,2
2020-01,Semplificato,Active,Still_Active,4
2022-09,Forfettario,Active,Resurrected,30
2023-12,Forfettario,Active,Renew_Same_Plan,767
2020-05,Semplificato,Active,Still_Active,9
2022-07,Forfettario,Active,Resurrected,31
2021-02,Semplificato,Active,Renew_Same_Plan,2
2020-09,Forfettario,Churned,Still_Churned,286
2019-12,Forfettario,Active,Still_Active,1501
2023-07,Semplificato,Churned,Refunded,1
2024-08,Semplificato,Active,Renew_Same_Plan,2
2021-10,Forfettario,Active,Still_Active,5737
2021-03,Semplificato,Active,Still_Active,43
2021-10,Semplificato,Churned,Expired,3
2024-07,Semplificato,Active,Renew_Change_Plan,16
2022-05,Forfettario,Churned,Expired,157
2023-03,Semplificato,Active,Still_Active,121
2020-12,Semplificato,Active,Renew_Change_Plan,2
2022-02,Semplificato,Active,Renew_Same_Plan,8
2023-09,Semplificato,Active,Renew_Same_Plan,5
2023-09,Forfettario,Active,Renew_Change_Plan,1
2019-03,Forfettario,Active,Renew_Same_Plan,26
2023-01,Semplificato,Active,New,6
2018-01,Forfettario,Active,New,22
2019-08,Semplificato,Active,Still_Active,4
2021-10,Forfettario,Active,Pending_Activated,4
2023-06,Semplificato,Churned,Still_Churned,34
2021-05,Semplificato,Active,Resurrected,1
2023-07,Semplificato,Active,Renew_Same_Plan,6
2024-04,Forfettario,Churned,Refunded,28
2023-02,Semplificato,Active,Still_Active,105
2022-02,Forfettario,Active,Renew_Same_Plan,391
2023-05,Forfettario,Churned,Expired,346
2024-02,Semplificato,Churned,Expired,5
2024-02,Semplificato,Active,Renew_Same_Plan,16
2023-09,Semplificato,Churned,Expired,1
2019-11,Forfettario,Active,Resurrected,2
2020-01,Forfettario,Churned,Still_Churned,93
2023-03,Forfettario,Active,Still_Active,17852
2023-06,Forfettario,Pending,New_Pending,1
2021-05,Semplificato,Active,Still_Active,43
2021-02,Forfettario,Active,Renew_Same_Plan,173
2024-06,Forfettario,Churned,Still_Churned,9359
2024-06,Semplificato,Active,Resurrected,11
2020-05,Semplificato,Active,Renew_Same_Plan,2
2021-04,Semplificato,Active,Still_Active,45
2019-11,Forfettario,Active,Still_Active,1393
2024-06,Forfettario,Active,Renew_Change_Plan,7
2020-06,Forfettario,Active,New,156
2020-12,Forfettario,Active,New,118
2023-10,Semplificato,Active,Renew_Change_Plan,5
2023-03,Forfettario,Churned,Still_Churned,3465
2021-05,Semplificato,Churned,Expired,1
2024-08,Semplificato,Active,Resurrected,2
2022-04,Forfettario,Active,New,752
2024-08,Semplificato,Active,Still_Active,550
2023-02,Semplificato,Churned,Expired,2
2022-02,Forfettario,Active,Still_Active,7989
2022-12,Forfettario,Active,New,614
2020-06,Forfettario,Active,Resurrected,1
2022-05,Forfettario,Active,New,948
2023-12,Forfettario,Churned,Still_Churned,6086
2023-10,Forfettario,Pending,New_Pending,117
2022-03,Semplificato,Active,New,3
2024-05,Forfettario,Churned,Refunded,33
2023-07,Forfettario,Pending,Still_Pending,1
2023-01,Forfettario,Active,Still_Active,13443
2022-11,Forfettario,Active,Still_Active,14123
2023-04,Semplificato,Active,Resurrected,2
2019-12,Forfettario,Churned,Still_Churned,79
2024-07,Semplificato,Active,New,39
2023-12,Semplificato,Active,Still_Active,260
2022-08,Forfettario,Active,New,622
2022-02,Semplificato,Active,Resurrected,2
2021-02,Semplificato,Churned,Expired,2
2023-01,Forfettario,Churned,Still_Churned,2791
2022-04,Semplificato,Churned,Expired,1
2024-08,Semplificato,Active,New,5
2021-11,Forfettario,Active,Renew_Same_Plan,182
2023-05,Forfettario,Active,Resurrected,70
2022-09,Forfettario,Active,Renew_Same_Plan,565
2021-08,Semplificato,Active,Still_Active,51
2022-11,Semplificato,Active,Still_Active,96
2021-04,Forfettario,Active,Resurrected,16
2023-11,Semplificato,Active,Still_Active,257
2021-10,Semplificato,Active,Resurrected,3
2019-03,Forfettario,Active,Still_Active,715
2021-06,Forfettario,Active,Resurrected,10
2021-08,Forfettario,Active,New,247
2024-02,Forfettario,Active,New,1212
2022-09,Semplificato,Active,Still_Active,92
2019-09,Forfettario,Churned,Expired,15
2021-08,Forfettario,Active,Renew_Same_Plan,113
2023-11,Semplificato,Active,Renew_Change_Plan,6
2023-06,Forfettario,Churned,Still_Churned,4339
2022-04,Forfettario,Churned,Still_Churned,1484
2021-10,Forfettario,Churned,Expired,93
2024-03,Semplificato,Active,Still_Active,369
2021-06,Forfettario,Active,Still_Active,4665
2021-07,Forfettario,Active,Renew_Same_Plan,183
2021-04,Forfettario,Churned,Refunded,7
2020-09,Semplificato,Active,Renew_Change_Plan,2
2020-08,Forfettario,Churned,Expired,12
2024-05,Forfettario,Churned,Still_Churned,8847
2019-10,Forfettario,Active,Still_Active,1268
2020-11,Semplificato,Active,New,1
2023-01,Forfettario,Churned,Expired,425
2018-05,Forfettario,Active,New,40
2020-03,Semplificato,Active,Renew_Change_Plan,1
2024-01,Semplificato,Active,Renew_Same_Plan,13
2022-10,Forfettario,Active,New,778
2021-03,Forfettario,Active,Resurrected,5
2023-02,Semplificato,Active,New,12
2024-01,Forfettario,Active,Still_Active,20088
2022-04,Forfettario,Active,Renew_Change_Plan,1
2021-04,Semplificato,Churned,Still_Churned,2
2023-01,Semplificato,Active,Still_Active,93
2023-09,Forfettario,Churned,Refunded,19
2021-10,Forfettario,Churned,Refunded,17
2021-07,Forfettario,Active,Still_Active,4920
2022-02,Forfettario,Churned,Still_Churned,1237
2019-10,Forfettario,Active,New,107
2019-12,Forfettario,Churned,Expired,13
2019-04,Forfettario,Active,New,107
2023-06,Semplificato,Active,Resurrected,5
2020-02,Forfettario,Churned,Expired,24
2022-05,Semplificato,Active,Still_Active,84
2018-07,Forfettario,Active,New,51
2022-03,Semplificato,Active,Renew_Same_Plan,2
2020-03,Forfettario,Active,Still_Active,1680
2024-04,Semplificato,Active,Still_Active,395
2018-03,Forfettario,Active,Still_Active,40
2023-05,Forfettario,Churned,Still_Churned,4037
2019-09,Forfettario,Churned,Still_Churned,50
2022-03,Forfettario,Churned,Refunded,16
2023-10,Forfettario,Churned,Expired,348
2024-03,Forfettario,Active,Renew_Change_Plan,7
2024-07,Semplificato,Active,Still_Active,493
2022-05,Semplificato,Churned,Still_Churned,11
2023-07,Forfettario,Active,Renew_Same_Plan,883
2022-01,Forfettario,Churned,Still_Churned,1100
2023-07,Forfettario,Active,Renew_Change_Plan,1
2021-11,Semplificato,Churned,Still_Churned,8
2020-10,Semplificato,Active,Renew_Change_Plan,4
2023-11,Forfettario,Active,Renew_Same_Plan,697
2024-07,Semplificato,Churned,Still_Churned,104
2023-02,Forfettario,Churned,Refunded,32
2020-11,Forfettario,Active,Still_Active,2691
2019-05,Semplificato,Active,Still_Active,3
2021-07,Forfettario,Churned,Refunded,13
2020-11,Semplificato,Active,Renew_Change_Plan,2
2023-07,Semplificato,Active,Still_Active,187
2021-01,Forfettario,Churned,Expired,45
2024-01,Semplificato,Active,New,78
2023-07,Semplificato,Active,Renew_Change_Plan,7
2022-06,Forfettario,Churned,Still_Churned,1790
2024-02,Forfettario,Churned,Refunded,39
2021-11,Forfettario,Churned,Expired,96
2024-08,Forfettario,Active,Renew_Same_Plan,228
2022-08,Forfettario,Churned,Still_Churned,2085
2020-11,Forfettario,Active,New,179
2024-03,Forfettario,Active,Resurrected,102
2022-11,Forfettario,Active,New,646
2023-07,Semplificato,Active,New,14
2020-02,Forfettario,Churned,Still_Churned,121
2024-01,Semplificato,Churned,Still_Churned,49
2022-08,Forfettario,Active,Renew_Same_Plan,230
2023-11,Forfettario,Churned,Expired,352
2023-12,Semplificato,Active,Renew_Same_Plan,4
2021-08,Forfettario,Churned,Refunded,9
2021-08,Semplificato,Churned,Still_Churned,5
2020-07,Forfettario,Active,New,164
2024-08,Semplificato,Churned,Still_Churned,113
2021-02,Forfettario,Active,New,322
2020-09,Forfettario,Churned,Refunded,4
2024-04,Semplificato,Churned,Expired,7
2023-02,Forfettario,Active,Pending_Activated,1
2024-03,Forfettario,Churned,Expired,583
2023-02,Forfettario,Active,Renew_Same_Plan,1035
2020-04,Forfettario,Active,Renew_Same_Plan,125
2021-04,Semplificato,Active,Renew_Change_Plan,2
2021-07,Semplificato,Active,Renew_Same_Plan,2
2024-07,Forfettario,Churned,Still_Churned,9794
2022-03,Forfettario,Active,Still_Active,8829
2023-02,Semplificato,Active,Resurrected,3
2021-09,Semplificato,Active,Resurrected,2
2023-02,Forfettario,Active,Still_Active,16944
2023-03,Semplificato,Churned,Expired,2
2019-01,Forfettario,Active,Renew_Same_Plan,18
2024-04,Forfettario,Churned,Still_Churned,8421
2024-03,Semplificato,Active,Renew_Same_Plan,8
2024-01,Forfettario,Pending,New_Pending,1
2022-06,Semplificato,Active,New,1
2021-05,Forfettario,Churned,Still_Churned,600
2018-03,Forfettario,Active,New,24
2020-03,Forfettario,Churned,Still_Churned,144
2024-01,Forfettario,Churned,Refunded,32
2020-05,Forfettario,Active,Still_Active,1903
2020-11,Forfettario,Churned,Still_Churned,355
2022-05,Semplificato,Churned,Expired,2
2023-11,Forfettario,Churned,Refunded,31
2021-03,Forfettario,Churned,Refunded,5
2023-04,Forfettario,Active,Renew_Change_Plan,2
