year_month,plan,status,monthly_action,n_customers
2023-03,SEMPLIFICATO,Active,Renew_Same_Plan,7
2023-12,FORFETTARIO,Active,Still_Active,23631
2022-08,SEMPLIFICATO,Churned,Still_Churned,16
2024-05,FORFETTARIO,Active,New,893
2020-07,FORFETTARIO,Active,Renew_Same_Plan,95
2024-05,FORFETTARIO,Churned,Refunded,49
2018-05,FORFETTARIO,Active,Still_Active,88
2021-03,FORFETTARIO,Churned,Expired,49
2022-10,FORFETTARIO,Active,Renew_Same_Plan,456
2021-05,FORFETTARIO,Churned,Refunded,13
2022-03,FORFETTARIO,Active,Renew_Change_Plan,1
2024-07,SEMPLIFICATO,Active,Still_Active,496
2021-10,SEMPLIFICATO,Churned,Still_Churned,6
2023-11,SEMPLIFICATO,Active,Still_Active,260
2020-04,FORFETTARIO,Churned,Still_Churned,185
2024-02,SEMPLIFICATO,Active,Renew_Same_Plan,16
2023-06,SEMPLIFICATO,Active,Still_Active,178
2021-05,SEMPLIFICATO,Churned,Expired,1
2024-05,FORFETTARIO,Active,Renew_Change_Plan,12
2019-08,FORFETTARIO,Churned,Still_Churned,46
2024-05,FORFETTARIO,Active,Pending_Activated,1
2021-02,SEMPLIFICATO,Active,Renew_Change_Plan,6
2021-08,FORFETTARIO,Active,Renew_Same_Plan,113
2020-06,FORFETTARIO,Churned,Refunded,3
2023-04,FORFETTARIO,Active,Renew_Same_Plan,849
2024-04,SEMPLIFICATO,Active,Renew_Change_Plan,9
2023-02,SEMPLIFICATO,Churned,Still_Churned,26
2019-02,FORFETTARIO,Active,Renew_Same_Plan,13
2023-06,FORFETTARIO,Active,Resurrected,78
2021-12,SEMPLIFICATO,Active,Renew_Change_Plan,4
2018-06,FORFETTARIO,Active,New,38
2019-11,FORFETTARIO,Active,Still_Active,1395
2022-05,SEMPLIFICATO,Active,Still_Active,85
2019-06,SEMPLIFICATO,Active,Still_Active,4
2024-05,FORFETTARIO,Churned,Still_Churned,9351
2024-03,SEMPLIFICATO,Active,Still_Active,374
2024-07,FORFETTARIO,Active,Resurrected,103
2023-03,FORFETTARIO,Churned,Still_Churned,3684
2022-01,SEMPLIFICATO,Active,Renew_Same_Plan,5
2019-09,FORFETTARIO,Active,New,91
2019-10,FORFETTARIO,Active,Still_Active,1267
2023-02,FORFETTARIO,Churned,Refunded,47
2021-12,SEMPLIFICATO,Active,Still_Active,61
2021-03,FORFETTARIO,Churned,Refunded,9
2023-06,FORFETTARIO,Pending,Still_Pending,1
2021-08,SEMPLIFICATO,Active,Renew_Change_Plan,5
2020-12,FORFETTARIO,Churned,Refunded,5
2022-02,SEMPLIFICATO,Churned,Expired,2
2024-03,SEMPLIFICATO,Active,New,30
2019-10,FORFETTARIO,Churned,Refunded,3
2019-05,SEMPLIFICATO,Active,Still_Active,3
2023-08,FORFETTARIO,Active,Still_Active,21776
2024-05,SEMPLIFICATO,Active,Renew_Same_Plan,9
2020-10,FORFETTARIO,Churned,Refunded,5
2020-06,FORFETTARIO,Active,New,156
2022-09,SEMPLIFICATO,Active,Renew_Change_Plan,5
2023-04,SEMPLIFICATO,Churned,Still_Churned,33
2024-02,FORFETTARIO,Active,Renew_Change_Plan,7
2023-05,FORFETTARIO,Pending,Still_Pending,1
2023-09,FORFETTARIO,Pending,New_Pending,2
2023-10,FORFETTARIO,Pending,New_Pending,119
2023-08,SEMPLIFICATO,Active,Resurrected,2
2021-03,SEMPLIFICATO,Active,New,1
2023-09,FORFETTARIO,Active,Pending_Activated,3
2023-02,FORFETTARIO,Active,Renew_Change_Plan,5
2023-05,SEMPLIFICATO,Active,Resurrected,5
2024-01,SEMPLIFICATO,Active,Still_Active,255
2019-09,FORFETTARIO,Churned,Expired,15
2019-01,SEMPLIFICATO,Active,New,1
2021-05,FORFETTARIO,Active,Renew_Same_Plan,191
2020-04,SEMPLIFICATO,Active,Renew_Change_Plan,2
2024-02,SEMPLIFICATO,Churned,Refunded,1
2022-02,SEMPLIFICATO,Active,Still_Active,67
2019-05,FORFETTARIO,Active,Still_Active,963
2021-10,SEMPLIFICATO,Churned,Expired,3
2024-07,SEMPLIFICATO,Active,Renew_Same_Plan,13
2022-07,FORFETTARIO,Active,Resurrected,31
2020-03,FORFETTARIO,Churned,Still_Churned,155
2024-06,SEMPLIFICATO,Churned,Refunded,2
2021-05,SEMPLIFICATO,Active,Resurrected,1
2023-02,SEMPLIFICATO,Active,New,12
2018-02,FORFETTARIO,Active,Still_Active,22
2020-11,FORFETTARIO,Active,Renew_Same_Plan,92
2020-10,FORFETTARIO,Active,Resurrected,4
2023-01,FORFETTARIO,Active,Pending_Activated,1
2022-09,SEMPLIFICATO,Active,Renew_Same_Plan,2
2023-11,SEMPLIFICATO,Active,Resurrected,3
2022-09,SEMPLIFICATO,Churned,Still_Churned,19
2020-02,FORFETTARIO,Churned,Expired,24
2023-02,FORFETTARIO,Active,Renew_Same_Plan,1035
2023-11,FORFETTARIO,Active,New,514
2020-08,SEMPLIFICATO,Active,Still_Active,18
2024-02,FORFETTARIO,Active,Still_Active,25395
2022-05,SEMPLIFICATO,Churned,Still_Churned,13
2021-12,FORFETTARIO,Active,Resurrected,26
2020-05,SEMPLIFICATO,Active,Renew_Change_Plan,3
2021-11,SEMPLIFICATO,Churned,Still_Churned,8
2024-03,FORFETTARIO,Active,Resurrected,102
2019-07,FORFETTARIO,Active,Still_Active,1097
2019-12,FORFETTARIO,Churned,Expired,13
2023-09,SEMPLIFICATO,Churned,Expired,1
2023-01,SEMPLIFICATO,Active,Renew_Change_Plan,13
2021-09,FORFETTARIO,Churned,Refunded,14
2024-08,FORFETTARIO,Active,New,137
2023-07,SEMPLIFICATO,Active,Still_Active,189
2018-03,FORFETTARIO,Active,Still_Active,40
2023-07,FORFETTARIO,Active,New,891
2022-04,SEMPLIFICATO,Active,Renew_Change_Plan,5
2021-10,FORFETTARIO,Active,Resurrected,14
2022-03,FORFETTARIO,Churned,Refunded,20
2024-03,SEMPLIFICATO,Churned,Refunded,11
2020-12,FORFETTARIO,Churned,Still_Churned,414
2020-11,FORFETTARIO,Active,New,179
2021-04,FORFETTARIO,Active,Still_Active,3983
2022-03,SEMPLIFICATO,Churned,Expired,1
2018-03,FORFETTARIO,Active,New,24
2021-09,FORFETTARIO,Active,New,514
2022-06,SEMPLIFICATO,Active,New,1
2021-11,FORFETTARIO,Churned,Expired,96
2024-02,FORFETTARIO,Churned,Still_Churned,7813
2020-09,FORFETTARIO,Churned,Still_Churned,300
2024-08,SEMPLIFICATO,Active,Renew_Same_Plan,2
2023-03,FORFETTARIO,Active,Still_Active,17871
2022-09,FORFETTARIO,Active,Renew_Same_Plan,565
2021-01,FORFETTARIO,Active,Resurrected,3
2020-11,FORFETTARIO,Churned,Expired,46
2020-12,SEMPLIFICATO,Active,Renew_Change_Plan,2
2022-02,SEMPLIFICATO,Active,New,1
2020-01,FORFETTARIO,Active,Renew_Same_Plan,139
2022-05,FORFETTARIO,Churned,Refunded,16
2021-04,FORFETTARIO,Active,Renew_Change_Plan,1
2020-07,FORFETTARIO,Active,New,164
2023-08,SEMPLIFICATO,Churned,Still_Churned,42
2022-04,FORFETTARIO,Churned,Expired,199
2023-01,FORFETTARIO,Churned,Still_Churned,2961
2021-02,FORFETTARIO,Churned,Refunded,6
2023-07,FORFETTARIO,Active,Resurrected,61
2023-09,FORFETTARIO,Active,Renew_Same_Plan,1072
2024-06,SEMPLIFICATO,Active,Renew_Same_Plan,4
2023-07,FORFETTARIO,Churned,Expired,308
2024-02,FORFETTARIO,Active,Pending_Activated,1
2021-05,FORFETTARIO,Churned,Still_Churned,636
2020-02,SEMPLIFICATO,Active,Renew_Change_Plan,1
2022-08,FORFETTARIO,Active,Renew_Change_Plan,1
2021-05,SEMPLIFICATO,Churned,Still_Churned,2
2020-04,FORFETTARIO,Active,Renew_Same_Plan,125
2022-08,FORFETTARIO,Churned,Expired,137
2023-06,SEMPLIFICATO,Churned,Refunded,2
2020-11,FORFETTARIO,Pending,New_Pending,1
2022-12,FORFETTARIO,Active,Renew_Same_Plan,457
2023-09,FORFETTARIO,Active,Resurrected,60
2023-09,FORFETTARIO,Churned,Still_Churned,5476
2021-09,SEMPLIFICATO,Churned,Expired,2
2022-04,FORFETTARIO,Active,Resurrected,14
2022-09,FORFETTARIO,Churned,Still_Churned,2330
2024-01,SEMPLIFICATO,Active,Resurrected,5
2023-07,SEMPLIFICATO,Active,Renew_Change_Plan,7
2024-05,FORFETTARIO,Churned,Expired,584
2021-04,FORFETTARIO,Active,Resurrected,16
2020-01,FORFETTARIO,Churned,Still_Churned,101
2022-11,FORFETTARIO,Active,Renew_Same_Plan,385
2023-05,SEMPLIFICATO,Active,Renew_Change_Plan,11
2023-08,SEMPLIFICATO,Active,Renew_Same_Plan,2
2024-01,SEMPLIFICATO,Active,Renew_Same_Plan,13
2021-07,FORFETTARIO,Churned,Still_Churned,749
2020-05,FORFETTARIO,Active,Still_Active,1907
2023-05,FORFETTARIO,Active,Resurrected,70
2024-07,FORFETTARIO,Churned,Refunded,50
2020-10,SEMPLIFICATO,Active,Renew_Change_Plan,4
2023-10,FORFETTARIO,Pending,Still_Pending,1
2023-02,FORFETTARIO,Active,New,1124
2019-05,FORFETTARIO,Active,Renew_Same_Plan,24
2022-02,SEMPLIFICATO,Churned,Still_Churned,11
2018-01,FORFETTARIO,Active,New,22
2023-07,FORFETTARIO,Active,Still_Active,20829
2019-12,FORFETTARIO,Active,Still_Active,1504
2023-04,SEMPLIFICATO,Active,Still_Active,139
2023-06,FORFETTARIO,Active,Renew_Change_Plan,2
2023-01,FORFETTARIO,Pending,New_Pending,1
2020-11,SEMPLIFICATO,Active,Renew_Change_Plan,2
2024-08,FORFETTARIO,Active,Resurrected,14
2021-12,SEMPLIFICATO,Active,Renew_Same_Plan,3
2020-04,FORFETTARIO,Active,Resurrected,2
2019-05,FORFETTARIO,Churned,Still_Churned,9
2022-07,FORFETTARIO,Active,Still_Active,11645
2019-02,FORFETTARIO,Active,Still_Active,626
2023-12,FORFETTARIO,Active,Renew_Change_Plan,3
2019-06,FORFETTARIO,Active,New,83
2021-07,SEMPLIFICATO,Active,Resurrected,1
2023-05,FORFETTARIO,Active,New,1019
2021-04,SEMPLIFICATO,Active,Renew_Change_Plan,2
2022-10,SEMPLIFICATO,Active,Resurrected,1
2022-08,SEMPLIFICATO,Active,Renew_Change_Plan,1
2022-10,SEMPLIFICATO,Churned,Still_Churned,19
2021-11,FORFETTARIO,Active,Still_Active,6116
2019-06,FORFETTARIO,Churned,Still_Churned,23
2024-03,FORFETTARIO,Active,Renew_Change_Plan,7
2022-07,SEMPLIFICATO,Active,Still_Active,92
2022-07,FORFETTARIO,Active,Renew_Same_Plan,343
2024-06,SEMPLIFICATO,Active,Resurrected,11
2024-03,SEMPLIFICATO,Churned,Still_Churned,73
2021-09,FORFETTARIO,Active,Pending_Activated,1
2024-06,SEMPLIFICATO,Active,Renew_Change_Plan,10
2023-11,FORFETTARIO,Active,Still_Active,23482
2023-03,SEMPLIFICATO,Churned,Refunded,3
2023-04,FORFETTARIO,Active,Renew_Change_Plan,2
2021-01,SEMPLIFICATO,Active,Renew_Same_Plan,1
2024-03,SEMPLIFICATO,Churned,Expired,7
2020-12,SEMPLIFICATO,Active,Still_Active,29
2024-01,SEMPLIFICATO,Churned,Still_Churned,53
2023-07,SEMPLIFICATO,Active,Resurrected,4
2023-10,FORFETTARIO,Active,Pending_Activated,2
2023-01,SEMPLIFICATO,Churned,Still_Churned,24
2021-08,SEMPLIFICATO,Active,Renew_Same_Plan,2
2024-04,FORFETTARIO,Active,Renew_Change_Plan,7
2022-01,SEMPLIFICATO,Churned,Still_Churned,8
2023-03,FORFETTARIO,Churned,Expired,340
2023-02,SEMPLIFICATO,Active,Renew_Same_Plan,7
2019-07,FORFETTARIO,Active,Renew_Same_Plan,33
2019-10,FORFETTARIO,Active,Resurrected,2
2019-02,SEMPLIFICATO,Active,New,2
2020-05,SEMPLIFICATO,Active,Still_Active,9
2020-01,SEMPLIFICATO,Active,Still_Active,4
2022-07,FORFETTARIO,Churned,Still_Churned,2038
2023-08,SEMPLIFICATO,Active,Still_Active,214
2018-08,FORFETTARIO,Active,Still_Active,217
2023-11,SEMPLIFICATO,Churned,Still_Churned,46
2022-10,FORFETTARIO,Active,New,779
2018-02,FORFETTARIO,Active,New,18
2022-03,FORFETTARIO,Active,Still_Active,8834
2021-05,SEMPLIFICATO,Active,Renew_Same_Plan,4
2024-04,SEMPLIFICATO,Churned,Still_Churned,89
2023-06,FORFETTARIO,Churned,Refunded,65
2020-10,FORFETTARIO,Active,New,204
2020-05,FORFETTARIO,Churned,Still_Churned,211
2020-03,FORFETTARIO,Active,Renew_Same_Plan,114
2020-09,FORFETTARIO,Active,Resurrected,2
2024-05,SEMPLIFICATO,Active,New,39
2020-07,FORFETTARIO,Churned,Expired,23
2020-09,FORFETTARIO,Churned,Refunded,4
2023-04,FORFETTARIO,Active,New,974
2020-07,FORFETTARIO,Active,Resurrected,1
2020-01,FORFETTARIO,Active,New,143
2023-02,FORFETTARIO,Active,Pending_Activated,1
2023-03,FORFETTARIO,Active,New,1207
2019-12,FORFETTARIO,Active,Resurrected,4
2020-06,FORFETTARIO,Churned,Still_Churned,229
2021-03,SEMPLIFICATO,Active,Renew_Same_Plan,2
2022-10,SEMPLIFICATO,Active,Renew_Change_Plan,3
2024-01,FORFETTARIO,Active,Still_Active,20117
2024-04,SEMPLIFICATO,Churned,Expired,7
2023-03,FORFETTARIO,Churned,Refunded,49
2023-08,FORFETTARIO,Pending,New_Pending,2
2020-07,SEMPLIFICATO,Active,Renew_Change_Plan,4
2022-11,FORFETTARIO,Active,Renew_Change_Plan,1
2022-11,FORFETTARIO,Churned,Expired,181
2022-01,FORFETTARIO,Churned,Still_Churned,1161
2021-11,FORFETTARIO,Active,Renew_Same_Plan,182
2023-05,FORFETTARIO,Pending,New_Pending,1
2020-05,FORFETTARIO,Active,New,167
2023-01,FORFETTARIO,Churned,Refunded,50
2023-02,SEMPLIFICATO,Active,Renew_Change_Plan,7
2023-04,FORFETTARIO,Pending,Still_Pending,1
2024-01,SEMPLIFICATO,Churned,Refunded,3
2022-08,FORFETTARIO,Churned,Still_Churned,2209
2021-02,SEMPLIFICATO,Active,Renew_Same_Plan,2
2022-09,SEMPLIFICATO,Active,New,1
2021-08,FORFETTARIO,Churned,Refunded,10
2019-06,FORFETTARIO,Active,Renew_Same_Plan,36
2018-09,FORFETTARIO,Active,Still_Active,252
2020-12,SEMPLIFICATO,Active,New,1
2023-07,SEMPLIFICATO,Churned,Expired,1
2023-04,FORFETTARIO,Active,Still_Active,18892
2023-04,SEMPLIFICATO,Active,Resurrected,3
2024-08,SEMPLIFICATO,Churned,Still_Churned,126
2021-12,FORFETTARIO,Churned,Refunded,11
2024-01,FORFETTARIO,Active,New,2007
2024-08,FORFETTARIO,Active,Still_Active,29189
2022-09,FORFETTARIO,Churned,Expired,196
2024-01,FORFETTARIO,Active,Pending_Activated,1867
2022-11,SEMPLIFICATO,Active,Still_Active,98
2020-03,FORFETTARIO,Active,Still_Active,1684
2018-08,FORFETTARIO,Active,New,35
2023-08,SEMPLIFICATO,Churned,Expired,1
2018-11,FORFETTARIO,Active,Still_Active,397
2019-12,SEMPLIFICATO,Active,Still_Active,4
2022-04,SEMPLIFICATO,Active,Renew_Same_Plan,2
2021-09,FORFETTARIO,Active,Renew_Same_Plan,257
2022-04,SEMPLIFICATO,Active,Still_Active,85
2021-04,SEMPLIFICATO,Active,Still_Active,45
2021-03,FORFETTARIO,Active,Resurrected,5
2024-04,FORFETTARIO,Churned,Expired,486
2021-10,SEMPLIFICATO,Active,Resurrected,3
2019-09,FORFETTARIO,Active,Renew_Same_Plan,55
2024-02,FORFETTARIO,Churned,Expired,592
2023-09,FORFETTARIO,Active,Still_Active,21600
2022-03,SEMPLIFICATO,Active,Renew_Change_Plan,6
2023-07,FORFETTARIO,Active,Pending_Activated,1
2020-02,FORFETTARIO,Active,New,112
2023-03,FORFETTARIO,Active,Resurrected,48
2019-02,FORFETTARIO,Active,New,105
2020-02,SEMPLIFICATO,Active,New,2
2023-10,FORFETTARIO,Active,New,718
2020-03,SEMPLIFICATO,Active,Still_Active,8
2022-01,FORFETTARIO,Active,Renew_Same_Plan,676
2022-02,FORFETTARIO,Churned,Still_Churned,1320
2020-10,FORFETTARIO,Active,Renew_Same_Plan,121
2024-02,FORFETTARIO,Active,Resurrected,146
2019-12,FORFETTARIO,Churned,Still_Churned,87
2023-11,FORFETTARIO,Pending,New_Pending,431
2023-02,FORFETTARIO,Churned,Expired,329
2020-06,FORFETTARIO,Active,Still_Active,2042
2023-11,FORFETTARIO,Active,Resurrected,69
2023-07,SEMPLIFICATO,Active,New,14
2022-08,FORFETTARIO,Active,Resurrected,24
2021-06,FORFETTARIO,Churned,Still_Churned,700
2019-08,SEMPLIFICATO,Active,Still_Active,4
2020-04,FORFETTARIO,Active,Still_Active,1743
2023-06,FORFETTARIO,Churned,Expired,342
2022-02,SEMPLIFICATO,Active,Renew_Change_Plan,3
2023-05,FORFETTARIO,Active,Renew_Same_Plan,1007
2024-07,FORFETTARIO,Churned,Still_Churned,10333
2024-01,SEMPLIFICATO,Active,Renew_Change_Plan,19
2022-12,FORFETTARIO,Pending,New_Pending,1
2022-03,FORFETTARIO,Active,Resurrected,19
2022-11,FORFETTARIO,Active,Still_Active,14136
2024-01,FORFETTARIO,Active,Resurrected,123
2023-11,FORFETTARIO,Active,Renew_Change_Plan,1
2024-07,SEMPLIFICATO,Churned,Refunded,3
2024-05,SEMPLIFICATO,Churned,Still_Churned,96
2024-06,FORFETTARIO,Churned,Still_Churned,9879
2020-12,FORFETTARIO,Active,New,118
2024-02,FORFETTARIO,Churned,Refunded,60
2021-09,SEMPLIFICATO,Active,Still_Active,56
2020-08,FORFETTARIO,Churned,Still_Churned,290
2019-07,FORFETTARIO,Churned,Refunded,1
2023-04,SEMPLIFICATO,Active,Renew_Same_Plan,3
2022-11,FORFETTARIO,Churned,Refunded,21
2023-10,SEMPLIFICATO,Active,Resurrected,3
2024-03,SEMPLIFICATO,Active,Renew_Same_Plan,8
2021-01,SEMPLIFICATO,Active,Still_Active,31
2023-07,SEMPLIFICATO,Churned,Still_Churned,41
2023-09,SEMPLIFICATO,Active,Renew_Same_Plan,5
2021-10,FORFETTARIO,Active,Still_Active,5748
2024-06,SEMPLIFICATO,Churned,Still_Churned,104
2023-10,SEMPLIFICATO,Active,New,7
2022-08,FORFETTARIO,Active,New,623
2021-08,SEMPLIFICATO,Active,Still_Active,51
2022-06,FORFETTARIO,Churned,Expired,149
2023-12,SEMPLIFICATO,Active,Resurrected,3
2023-09,SEMPLIFICATO,Active,Resurrected,2
